#fuzzer,benchmark,driver,run,execs_done,fuzz_time
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,1,380675,411
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,8,339081,389
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,6,293021,406
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,9,378038,406
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,2,326230,411
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,5,381467,407
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,7,381468,408
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,4,378533,407
aflplusplus,openssl_19_1,asn1,0,67172,472
aflplusplus,openssl_19_1,asn1,3,62581,472
aflplusplus,openssl_19_1,asn1,1,77228,472
aflplusplus,openssl_19_1,asn1,8,77104,466
aflplusplus,openssl_19_1,asn1,6,58583,468
aflplusplus,openssl_19_1,asn1,9,61382,469
aflplusplus,openssl_19_1,asn1,2,56391,472
aflplusplus,openssl_19_1,asn1,5,78034,469
aflplusplus,openssl_19_1,asn1,7,78439,469
aflplusplus,openssl_19_1,asn1,4,56811,469
aflplusplus,libsndfile_15_1,sndfile_fuzzer,0,370608,539
aflplusplus,libsndfile_15_1,sndfile_fuzzer,3,512330,542
aflplusplus,libsndfile_15_1,sndfile_fuzzer,1,437025,541
aflplusplus,libsndfile_15_1,sndfile_fuzzer,8,403079,542
aflplusplus,libsndfile_15_1,sndfile_fuzzer,6,442480,543
aflplusplus,libsndfile_15_1,sndfile_fuzzer,9,485870,540
aflplusplus,libsndfile_15_1,sndfile_fuzzer,2,472559,540
aflplusplus,libsndfile_15_1,sndfile_fuzzer,5,452854,545
aflplusplus,libsndfile_15_1,sndfile_fuzzer,7,453726,540
aflplusplus,libsndfile_15_1,sndfile_fuzzer,4,474068,542
