ffd,openssl_12_6,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70
ffd,openssl_1_3,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70
ffd,openssl_13_2,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
ffd,openssl_1_5,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84
ffd,openssl_16_6,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72
ffd,openssl_17_2,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
ffd,openssl_17_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
ffd,openssl_18_5,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81
ffd,openssl_19_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
ffd,openssl_20_3,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70
ffd,openssl_20_4,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74
ffd,openssl_4_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
ffd,openssl_5_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
ffd,openssl_6_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
ffd,openssl_6_5,19.81,19.81,19.81,19.82,19.81,19.81,19.81,19.81,19.81,19.81
ffd,openssl_6_6,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70
ffd,openssl_7_2,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
ffd,openssl_7_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
ffd,openssl_8_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
ffd,openssl_9_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
ffd,php_11_2,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
ffd,php_15_2,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
ffd,php_16_3,2.35,2.35,2.35,2.35,2.35,2.35,2.36,2.35,2.35,2.35
ffd,php_4_1,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99
ffd,php_6_2,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
ffd,poppler_17_1,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93
ffd,poppler_3_1,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24
ffd,poppler_9_1,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95
ffd,sqlite3_18_1,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74
